name,position,team,GW,total_points,goals_scored,assists,goals_conceded,saves,ict_index,minutes,transfers_in,value,was_home,fix_difficulty,selected
Darwin Núñez Ribeiro,FWD,Liverpool,28,5,0,1,1,0,3.0,75,91462,75,1,5.0,1494227
Darwin Núñez Ribeiro,FWD,Liverpool,30,2,0,0,1,0,8.9,82,213647,75,1,5.0,1626085
Darwin Núñez Ribeiro,FWD,Liverpool,31,6,1,0,1,0,9.6,90,388115,76,1,5.0,1987391
Darwin Núñez Ribeiro,FWD,Liverpool,32,5,0,1,2,0,7.7,67,181788,77,0,4.0,2129383
Darwin Núñez Ribeiro,FWD,Liverpool,33,2,0,0,1,0,6.2,65,161314,77,1,5.0,2225370
David Brooks,MID,Bournemouth,1,2,0,0,1,0,3.5,74,0,50,1,2.0,8398
David Brooks,MID,Bournemouth,9,1,0,0,1,0,4.2,56,372,49,1,2.0,9441
David Datro Fofana,FWD,Burnley,22,4,0,1,0,0,3.3,31,365,50,0,2.0,787
David Datro Fofana,FWD,Burnley,24,2,0,0,3,0,4.5,90,5156,50,0,2.0,6611
David Datro Fofana,FWD,Burnley,25,2,0,0,5,0,1.0,90,9327,50,1,2.0,14512
David Datro Fofana,FWD,Burnley,26,2,0,0,3,0,0.7,90,16730,50,0,2.0,31159
David Datro Fofana,FWD,Burnley,27,2,0,0,2,0,8.0,90,5826,50,1,2.0,28854
David Datro Fofana,FWD,Burnley,28,9,1,0,2,0,7.3,90,1218,50,0,2.0,22627
David Datro Fofana,FWD,Burnley,29,8,1,0,1,0,7.0,87,24795,50,1,2.0,110353
David Datro Fofana,FWD,Burnley,31,2,0,0,1,0,3.5,90,12938,50,1,2.0,42309
David Datro Fofana,FWD,Burnley,32,2,0,0,1,0,4.3,60,7728,50,0,2.0,45164
David Datro Fofana,FWD,Burnley,33,2,0,0,0,0,1.7,61,4638,50,1,2.0,43559
David Datro Fofana,FWD,Burnley,35,1,0,0,0,0,4.3,56,620,50,0,2.0,31130
David Ozoh,MID,Crystal Palace,17,1,0,0,1,0,1.0,56,28,45,0,2.0,488
David Ozoh,MID,Crystal Palace,18,0,0,0,1,0,0.5,31,34,45,1,2.0,506
David Raya Martin,GK,Arsenal,5,8,0,0,0,1,1.2,90,1440,48,0,5.0,229154
David Raya Martin,GK,Arsenal,6,2,0,0,2,3,2.4,90,31437,48,1,5.0,254415
David Raya Martin,GK,Arsenal,7,6,0,0,0,1,1.6,90,53370,48,0,5.0,305022
David Raya Martin,GK,Arsenal,8,6,0,0,0,0,0.4,90,45733,48,1,5.0,330227
David Raya Martin,GK,Arsenal,9,2,0,0,2,3,2.3,90,61150,48,0,5.0,388574
David Raya Martin,GK,Arsenal,10,6,0,0,0,0,0.3,90,58969,48,1,5.0,434574
David Raya Martin,GK,Arsenal,11,2,0,0,1,0,0.3,90,35735,48,0,5.0,450684
David Raya Martin,GK,Arsenal,12,3,0,0,1,4,2.6,90,58416,49,1,5.0,508684
David Raya Martin,GK,Arsenal,14,2,0,0,1,2,1.9,90,80135,49,1,5.0,512943
David Raya Martin,GK,Arsenal,15,1,0,0,3,1,0.0,90,120372,49,0,5.0,626794
David Raya Martin,GK,Arsenal,16,2,0,0,1,2,2.1,90,16222,49,0,5.0,584832
David Raya Martin,GK,Arsenal,17,6,0,0,0,1,1.1,90,14048,49,1,5.0,570259
David Raya Martin,GK,Arsenal,18,2,0,0,1,2,1.7,90,12230,49,0,5.0,563376
David Raya Martin,GK,Arsenal,19,6,0,0,2,1,3.0,90,28628,49,1,5.0,588257
David Raya Martin,GK,Arsenal,20,1,0,0,2,2,1.5,90,61299,49,0,5.0,639623
David Raya Martin,GK,Arsenal,21,8,0,0,0,5,2.0,90,76619,49,1,5.0,660494
David Raya Martin,GK,Arsenal,22,2,0,0,1,2,1.8,90,35989,49,0,5.0,679982
David Raya Martin,GK,Arsenal,23,2,0,0,1,1,1.1,90,5529,49,1,5.0,657408
David Raya Martin,GK,Arsenal,24,6,0,0,0,1,1.1,90,25151,49,0,5.0,664299
David Raya Martin,GK,Arsenal,25,6,0,0,0,0,0.4,90,70375,50,0,5.0,727799
David Raya Martin,GK,Arsenal,26,2,0,0,1,1,1.4,90,61664,50,1,5.0,748082
David Raya Martin,GK,Arsenal,27,6,0,0,0,0,0.4,90,60265,50,0,5.0,800554
David Raya Martin,GK,Arsenal,30,5,0,0,0,1,1.0,90,45206,50,0,5.0,719732
David Raya Martin,GK,Arsenal,31,6,0,0,0,1,1.2,90,138224,50,1,5.0,852100
David Raya Martin,GK,Arsenal,32,6,0,0,0,2,1.1,90,141744,51,0,5.0,988619
David Raya Martin,GK,Arsenal,33,1,0,0,2,0,0.3,90,86329,51,1,5.0,1060564
David Raya Martin,GK,Arsenal,35,1,0,0,2,0,0.0,90,42579,52,0,5.0,1122738
David Raya Martin,GK,Arsenal,36,6,0,0,0,2,1.5,90,49141,52,1,5.0,1150837
David Raya Martin,GK,Arsenal,37,5,0,0,0,2,1.4,90,30691,52,0,5.0,1116968
David Raya Martin,GK,Arsenal,38,2,0,0,1,1,1.0,90,155536,53,1,5.0,1289675
Davinson Sánchez,DEF,Spurs,1,0,0,0,2,0,2.6,76,0,45,0,3.0,13680
Dean Henderson,GK,Crystal Palace,17,3,0,0,2,7,5.3,90,130,44,0,2.0,21982
Dean Henderson,GK,Crystal Palace,18,2,0,0,1,5,3.3,90,6885,44,1,2.0,29179
Dean Henderson,GK,Crystal Palace,19,1,0,0,2,1,1.3,90,2216,44,0,2.0,28664
Dean Henderson,GK,Crystal Palace,20,3,0,0,1,4,2.3,90,6927,44,1,2.0,34710
Dean Henderson,GK,Crystal Palace,21,-2,0,0,5,2,0.9,90,5371,44,0,2.0,34770
Dean Henderson,GK,Crystal Palace,22,2,0,0,2,3,2.4,90,4826,44,1,2.0,38242
Dean Henderson,GK,Crystal Palace,23,0,0,0,4,2,2.0,90,1187,44,0,2.0,36882
Dean Henderson,GK,Crystal Palace,24,1,0,0,3,2,1.8,90,1195,44,1,2.0,35458
Dean Henderson,GK,Crystal Palace,30,3,0,0,1,4,2.9,90,6661,44,0,2.0,38291
Dean Henderson,GK,Crystal Palace,31,3,0,0,1,5,3.0,90,7038,44,0,2.0,43285
Dean Henderson,GK,Crystal Palace,32,1,0,0,4,4,3.3,90,4779,44,1,2.0,46467
Dean Henderson,GK,Crystal Palace,33,9,0,0,0,5,4.2,90,16549,44,0,2.0,60113
Dean Henderson,GK,Crystal Palace,35,2,0,0,1,1,1.0,90,12258,44,0,2.0,204062
Dean Henderson,GK,Crystal Palace,36,6,0,0,0,2,1.4,90,3877,44,1,2.0,195063
Dean Henderson,GK,Crystal Palace,37,3,0,0,1,7,4.9,90,9242,44,0,2.0,181838
Dean Henderson,GK,Crystal Palace,38,6,0,0,0,2,1.8,90,9599,44,1,2.0,189993
Declan Rice,MID,Arsenal,1,2,0,0,1,0,5.7,90,0,55,1,5.0,511196
Declan Rice,MID,Arsenal,2,3,0,0,0,0,4.4,90,28690,55,0,5.0,551259
Declan Rice,MID,Arsenal,3,2,0,0,2,0,2.8,90,16927,55,1,5.0,520310
Declan Rice,MID,Arsenal,4,10,1,0,1,0,7.2,90,7411,54,1,5.0,464199
Declan Rice,MID,Arsenal,5,3,0,0,0,0,4.2,90,46546,54,0,5.0,507937
Declan Rice,MID,Arsenal,6,1,0,0,1,0,0.9,45,24333,54,1,5.0,513948
Declan Rice,MID,Arsenal,7,3,0,0,0,0,3.4,80,12213,54,0,5.0,437626
Declan Rice,MID,Arsenal,8,3,0,0,0,0,4.9,90,17810,54,1,5.0,440743
Declan Rice,MID,Arsenal,9,9,1,0,2,0,6.9,90,21488,54,0,5.0,451555
Declan Rice,MID,Arsenal,10,6,0,1,0,0,4.4,88,44411,54,1,5.0,488218
Declan Rice,MID,Arsenal,11,2,0,0,1,0,4.1,90,50980,54,0,5.0,527381
Declan Rice,MID,Arsenal,12,2,0,0,1,0,2.6,90,48669,54,1,5.0,559962
Declan Rice,MID,Arsenal,13,3,0,0,0,0,3.8,90,24710,54,0,5.0,558641
Declan Rice,MID,Arsenal,14,2,0,0,1,0,3.4,90,19490,54,1,5.0,557816
Declan Rice,MID,Arsenal,15,9,1,0,3,0,8.2,90,20815,54,0,5.0,556809
Declan Rice,MID,Arsenal,16,1,0,0,1,0,3.9,90,30036,54,0,5.0,577223
Declan Rice,MID,Arsenal,17,3,0,0,0,0,5.8,90,18412,54,1,5.0,574686
Declan Rice,MID,Arsenal,18,1,0,0,1,0,2.3,90,8558,54,0,5.0,562496
Declan Rice,MID,Arsenal,19,2,0,0,2,0,5.5,90,20529,54,1,5.0,572456
Declan Rice,MID,Arsenal,20,2,0,0,2,0,5.1,90,11186,54,0,5.0,558576
Declan Rice,MID,Arsenal,21,6,0,1,0,0,4.9,72,12492,54,1,5.0,537318
Declan Rice,MID,Arsenal,22,2,0,0,1,0,3.9,90,4595,54,0,5.0,504711
Declan Rice,MID,Arsenal,23,1,0,0,1,0,4.6,90,4851,54,1,5.0,498852
Declan Rice,MID,Arsenal,24,17,1,2,0,0,15.7,66,7643,54,0,5.0,491501
Declan Rice,MID,Arsenal,25,3,0,0,0,0,1.8,78,66289,54,0,5.0,556087
Declan Rice,MID,Arsenal,26,6,0,1,1,0,11.0,90,30372,54,1,5.0,563249
Declan Rice,MID,Arsenal,27,8,1,0,0,0,12.2,73,36183,54,0,5.0,587293
Declan Rice,MID,Arsenal,28,9,1,0,1,0,8.0,90,36509,54,1,5.0,614552
Declan Rice,MID,Arsenal,30,3,0,0,0,0,2.5,90,37838,55,0,5.0,643805
Declan Rice,MID,Arsenal,32,3,0,0,0,0,7.8,90,13804,55,0,5.0,666634
Declan Rice,MID,Arsenal,33,2,0,0,2,0,1.9,90,23829,55,1,5.0,663188
Declan Rice,MID,Arsenal,35,6,0,1,2,0,7.1,90,4806,55,0,5.0,634626
Declan Rice,MID,Arsenal,36,14,1,1,0,0,13.5,90,7852,55,1,5.0,628051
Declan Rice,MID,Arsenal,37,3,0,0,0,0,4.2,90,30655,55,0,5.0,640135
Declan Rice,MID,Arsenal,38,1,0,0,1,0,6.7,90,49812,55,1,5.0,681532
Dejan Kulusevski,MID,Spurs,1,2,0,0,2,0,4.9,90,0,70,0,3.0,122056
Dejan Kulusevski,MID,Spurs,2,3,0,0,0,0,6.0,87,3232,70,1,4.0,118558
Dejan Kulusevski,MID,Spurs,3,8,1,0,0,0,12.3,90,19197,70,0,3.0,128087
Dejan Kulusevski,MID,Spurs,4,1,0,0,1,0,7.5,85,27732,70,0,3.0,151335
Dejan Kulusevski,MID,Spurs,5,10,1,0,1,0,19.1,90,14579,70,1,4.0,142196
Dejan Kulusevski,MID,Spurs,6,2,0,0,2,0,5.5,90,24876,70,0,3.0,158725
Dejan Kulusevski,MID,Spurs,7,2,0,0,1,0,10.9,90,20131,70,1,4.0,163567
Dejan Kulusevski,MID,Spurs,8,3,0,0,0,0,7.2,90,94602,70,0,3.0,243589
Dejan Kulusevski,MID,Spurs,9,3,0,0,0,0,3.4,90,17212,70,1,4.0,229065
Dejan Kulusevski,MID,Spurs,10,3,0,0,0,0,2.1,89,6695,70,0,3.0,193945
Dejan Kulusevski,MID,Spurs,11,7,1,0,1,0,8.1,60,4643,70,1,4.0,169538
Dejan Kulusevski,MID,Spurs,12,2,0,0,2,0,3.2,90,39027,70,0,3.0,201786
Dejan Kulusevski,MID,Spurs,13,2,0,0,2,0,10.2,90,28028,70,1,4.0,213509
Dejan Kulusevski,MID,Spurs,14,12,1,1,3,0,9.5,90,7248,70,0,3.0,196639
Dejan Kulusevski,MID,Spurs,15,1,0,0,2,0,9.5,90,61696,70,1,4.0,256859
Dejan Kulusevski,MID,Spurs,16,2,0,0,1,0,12.8,90,28444,70,1,4.0,268110
Dejan Kulusevski,MID,Spurs,17,14,1,1,0,0,15.9,90,65524,71,0,3.0,318386
Dejan Kulusevski,MID,Spurs,18,1,0,0,1,0,7.3,90,194376,72,1,4.0,529829
Dejan Kulusevski,MID,Spurs,19,1,0,0,4,0,2.8,90,58735,72,0,3.0,531098
Dejan Kulusevski,MID,Spurs,22,1,0,0,2,0,6.8,90,22480,71,1,4.0,387721
Dejan Kulusevski,MID,Spurs,24,2,0,0,1,0,5.2,62,3706,69,1,4.0,286984
Dejan Kulusevski,MID,Spurs,25,9,1,0,2,0,13.5,90,3315,68,1,4.0,250827
Dejan Kulusevski,MID,Spurs,27,2,0,0,1,0,5.6,90,23742,68,1,4.0,257804
Dejan Kulusevski,MID,Spurs,28,6,0,1,0,0,7.7,90,12107,68,0,3.0,257273
Dejan Kulusevski,MID,Spurs,29,2,0,0,3,0,4.7,90,74904,68,0,3.0,430395
Dejan Kulusevski,MID,Spurs,30,1,0,0,1,0,5.5,45,10805,68,1,4.0,309517
Dejan Kulusevski,MID,Spurs,33,1,0,0,1,0,3.3,32,2299,68,0,3.0,242205
Dejan Kulusevski,MID,Spurs,36,2,0,0,4,0,0.7,60,1892,67,0,3.0,219983
Dejan Kulusevski,MID,Spurs,38,16,2,0,0,0,16.8,90,7986,67,0,3.0,226700
Destiny Udogie,DEF,Spurs,1,1,0,0,2,0,3.5,90,0,45,0,3.0,188121
Destiny Udogie,DEF,Spurs,2,5,0,0,0,0,6.0,69,16364,45,1,4.0,207601
Destiny Udogie,DEF,Spurs,3,12,0,1,0,0,4.3,81,147833,45,0,3.0,351648
Destiny Udogie,DEF,Spurs,4,5,0,1,2,0,5.4,90,723111,46,0,3.0,1127646
Destiny Udogie,DEF,Spurs,5,2,0,0,1,0,3.4,90,527891,47,1,4.0,1640572
Destiny Udogie,DEF,Spurs,6,0,0,0,2,0,2.4,90,182713,47,0,3.0,1738904
Destiny Udogie,DEF,Spurs,7,1,0,0,1,0,5.8,82,129016,48,1,4.0,1758017
Destiny Udogie,DEF,Spurs,8,6,0,0,0,0,2.9,81,396079,49,0,3.0,2068852
Destiny Udogie,DEF,Spurs,9,1,0,0,0,0,1.4,55,161843,49,1,4.0,2182636
Destiny Udogie,DEF,Spurs,11,-4,0,0,4,0,0.2,54,3314,48,1,4.0,1431418
Destiny Udogie,DEF,Spurs,13,1,0,0,2,0,2.5,90,18030,48,1,4.0,1039788
Destiny Udogie,DEF,Spurs,14,0,0,0,3,0,4.1,90,11601,48,0,3.0,1013127
Destiny Udogie,DEF,Spurs,15,1,0,0,2,0,2.1,90,13473,48,1,4.0,999964
Destiny Udogie,DEF,Spurs,16,9,1,0,1,0,10.9,90,11447,48,1,4.0,981129
Destiny Udogie,DEF,Spurs,17,5,0,0,0,0,3.0,90,155347,48,0,3.0,1137099
Destiny Udogie,DEF,Spurs,19,0,0,0,4,0,10.1,90,42496,48,0,3.0,1013336
Destiny Udogie,DEF,Spurs,20,2,0,0,1,0,2.7,90,36693,48,1,4.0,1021976
Destiny Udogie,DEF,Spurs,21,1,0,0,2,0,4.6,90,70412,48,0,3.0,1009479
Destiny Udogie,DEF,Spurs,22,10,1,0,2,0,12.1,90,30384,48,1,4.0,1004965
Destiny Udogie,DEF,Spurs,23,4,0,1,2,0,7.7,90,79034,48,0,3.0,1077332
Destiny Udogie,DEF,Spurs,24,2,0,0,1,0,1.5,79,114035,49,1,4.0,1169409
Destiny Udogie,DEF,Spurs,27,2,0,0,1,0,3.2,90,24319,49,1,4.0,842294
Destiny Udogie,DEF,Spurs,28,6,0,0,0,0,2.5,90,70075,49,0,3.0,902744
Destiny Udogie,DEF,Spurs,29,1,0,0,3,0,2.9,90,136772,50,0,3.0,1114369
Destiny Udogie,DEF,Spurs,30,2,0,0,1,0,1.2,90,160967,50,1,4.0,1159224
Destiny Udogie,DEF,Spurs,31,2,0,0,1,0,4.9,90,36233,50,0,3.0,1164639
Destiny Udogie,DEF,Spurs,32,2,0,0,1,0,2.9,90,29038,50,1,4.0,1169331
Destiny Udogie,DEF,Spurs,33,0,0,0,4,0,3.1,90,16478,50,0,3.0,1120083
Diego Carlos Santos Silva,DEF,Aston Villa,3,2,0,0,1,0,2.3,90,2472,45,0,3.0,44528
Diego Carlos Santos Silva,DEF,Aston Villa,8,2,0,0,1,0,2.2,90,1615,44,0,3.0,30087
Diego Carlos Santos Silva,DEF,Aston Villa,13,2,0,0,1,0,1.9,90,98,44,0,3.0,30416
Diego Carlos Santos Silva,DEF,Aston Villa,14,1,0,0,2,0,2.3,90,1245,44,0,3.0,31479
Diego Carlos Santos Silva,DEF,Aston Villa,15,6,0,0,0,0,2.0,90,879,44,1,4.0,31903
Diego Carlos Santos Silva,DEF,Aston Villa,16,6,0,0,0,0,2.3,90,2285,44,1,4.0,33967
Diego Carlos Santos Silva,DEF,Aston Villa,17,2,0,0,1,0,3.6,90,15545,44,0,3.0,50247
Diego Carlos Santos Silva,DEF,Aston Villa,19,0,0,0,3,0,2.6,90,3465,44,0,3.0,73261
Diego Carlos Santos Silva,DEF,Aston Villa,20,1,0,0,2,0,2.7,90,7204,44,1,4.0,76607
Diego Carlos Santos Silva,DEF,Aston Villa,21,5,0,0,0,0,0.7,73,6944,44,0,3.0,73761
Diego Carlos Santos Silva,DEF,Aston Villa,23,6,0,0,0,0,2.3,90,1002,44,0,3.0,70278
Diego Carlos Santos Silva,DEF,Aston Villa,24,1,0,0,2,0,2.5,90,9446,44,1,4.0,76187
Diego Carlos Santos Silva,DEF,Aston Villa,30,6,0,0,0,0,3.5,90,478,44,1,4.0,44623
Diego Carlos Santos Silva,DEF,Aston Villa,31,0,0,0,4,0,2.3,90,903,44,0,3.0,45063
Diego Carlos Santos Silva,DEF,Aston Villa,32,0,0,0,3,0,2.5,90,1502,44,1,4.0,46162
Diego Carlos Santos Silva,DEF,Aston Villa,33,6,0,0,0,0,1.7,90,661,44,0,3.0,45447
Diego Carlos Santos Silva,DEF,Aston Villa,36,2,0,0,1,0,3.2,90,903,44,0,3.0,49885
Diego Carlos Santos Silva,DEF,Aston Villa,37,1,0,0,3,0,2.2,90,1195,44,1,4.0,49517
Diego Carlos Santos Silva,DEF,Aston Villa,38,0,0,0,5,0,2.4,90,1260,44,0,3.0,50053
Diogo Dalot Teixeira,DEF,Man Utd,3,1,0,0,2,0,2.2,90,6300,49,1,4.0,127889
Diogo Dalot Teixeira,DEF,Man Utd,4,1,0,0,3,0,2.4,90,4646,49,0,3.0,117216
Diogo Dalot Teixeira,DEF,Man Utd,5,1,0,0,3,0,3.4,90,7933,49,1,4.0,117065
Diogo Dalot Teixeira,DEF,Man Utd,6,6,0,0,0,0,4.9,90,18288,49,0,3.0,127607
Diogo Dalot Teixeira,DEF,Man Utd,7,2,0,0,1,0,6.1,90,59172,49,1,4.0,182774
Diogo Dalot Teixeira,DEF,Man Utd,8,2,0,0,1,0,11.7,90,22859,49,1,4.0,181470
Diogo Dalot Teixeira,DEF,Man Utd,9,11,1,0,1,0,6.2,90,40070,49,0,3.0,213031
Diogo Dalot Teixeira,DEF,Man Utd,10,1,0,0,3,0,2.0,90,31137,49,1,4.0,220614
Diogo Dalot Teixeira,DEF,Man Utd,11,6,0,0,0,0,5.5,90,41510,49,0,3.0,248917
Diogo Dalot Teixeira,DEF,Man Utd,12,6,0,0,0,0,3.1,90,109066,50,1,4.0,359502
Diogo Dalot Teixeira,DEF,Man Utd,13,12,0,1,0,0,8.6,90,57661,50,0,3.0,403943
Diogo Dalot Teixeira,DEF,Man Utd,14,2,0,0,1,0,1.6,90,67175,50,0,3.0,443652
Diogo Dalot Teixeira,DEF,Man Utd,15,1,0,0,1,0,5.2,90,23147,50,1,4.0,442468
Diogo Dalot Teixeira,DEF,Man Utd,16,1,0,0,3,0,4.4,90,71769,50,1,4.0,508539
Diogo Dalot Teixeira,DEF,Man Utd,17,3,0,0,0,0,3.2,90,10460,51,0,3.0,448125
Diogo Dalot Teixeira,DEF,Man Utd,19,1,0,0,2,0,3.8,90,4793,51,1,4.0,344261
Diogo Dalot Teixeira,DEF,Man Utd,20,0,0,0,2,0,1.6,90,22518,51,0,3.0,354548
Diogo Dalot Teixeira,DEF,Man Utd,21,1,0,0,2,0,4.0,90,46667,51,1,4.0,357782
Diogo Dalot Teixeira,DEF,Man Utd,22,1,0,0,3,0,1.9,90,18862,51,0,3.0,358945
Diogo Dalot Teixeira,DEF,Man Utd,23,6,0,0,0,0,2.9,90,6650,51,1,4.0,351233
Diogo Dalot Teixeira,DEF,Man Utd,24,7,0,1,1,0,7.8,90,23006,51,0,3.0,361190
Diogo Dalot Teixeira,DEF,Man Utd,25,2,0,0,1,0,4.7,90,99400,51,0,3.0,453516
Diogo Dalot Teixeira,DEF,Man Utd,26,1,0,0,2,0,2.6,90,241393,52,1,4.0,803627
Diogo Dalot Teixeira,DEF,Man Utd,27,1,0,0,3,0,2.9,90,14344,52,0,3.0,618105
Diogo Dalot Teixeira,DEF,Man Utd,28,6,0,0,0,0,3.5,90,51326,52,1,4.0,651935
Diogo Dalot Teixeira,DEF,Man Utd,30,2,0,0,1,0,6.3,90,51683,52,0,3.0,649691
Diogo Dalot Teixeira,DEF,Man Utd,31,3,0,1,4,0,5.2,90,16712,52,0,3.0,643404
Diogo Dalot Teixeira,DEF,Man Utd,32,1,0,0,2,0,4.5,90,15930,52,1,4.0,636079
Diogo Dalot Teixeira,DEF,Man Utd,33,1,0,0,2,0,3.4,90,53532,52,0,3.0,673730
Diogo Dalot Teixeira,DEF,Man Utd,34,1,0,0,2,0,8.5,90,55236,52,1,4.0,699286
Diogo Dalot Teixeira,DEF,Man Utd,35,2,0,0,1,0,0.8,90,182269,52,1,4.0,815125
Diogo Dalot Teixeira,DEF,Man Utd,36,0,0,0,4,0,3.9,90,52393,52,0,3.0,831904
Diogo Dalot Teixeira,DEF,Man Utd,38,15,1,0,0,0,9.0,90,16254,52,0,3.0,797154
Diogo Teixeira da Silva,MID,Liverpool,1,1,0,0,1,0,2.6,65,0,80,0,4.0,238521
Diogo Teixeira da Silva,MID,Liverpool,2,12,1,1,1,0,16.1,75,29834,80,1,5.0,267516
Diogo Teixeira da Silva,MID,Liverpool,3,4,0,1,0,0,2.4,32,70798,80,0,4.0,317146
Diogo Teixeira da Silva,MID,Liverpool,5,1,0,0,1,0,1.7,55,30695,79,0,4.0,255416
Diogo Teixeira da Silva,MID,Liverpool,9,3,0,0,0,0,9.6,90,15273,77,1,5.0,136340
Diogo Teixeira da Silva,MID,Liverpool,10,6,1,0,0,0,10.8,57,8386,77,1,5.0,132343
Diogo Teixeira da Silva,MID,Liverpool,11,3,0,0,0,0,4.4,65,59407,77,0,4.0,189821
Diogo Teixeira da Silva,MID,Liverpool,12,8,1,0,0,0,8.6,83,19260,77,1,5.0,190423
Diogo Teixeira da Silva,MID,Liverpool,13,1,0,0,1,0,1.7,53,33461,77,0,4.0,210933
Diogo Teixeira da Silva,MID,Liverpool,21,19,2,1,0,0,15.3,90,548570,78,0,4.0,638358
Diogo Teixeira da Silva,MID,Liverpool,22,8,1,0,0,0,8.7,67,450456,79,1,5.0,1056027
Diogo Teixeira da Silva,MID,Liverpool,23,2,0,0,3,0,4.1,90,287536,80,0,4.0,1323099
Diogo Teixeira da Silva,MID,Liverpool,24,7,1,0,1,0,13.4,90,643073,82,1,5.0,1927530
Divock Origi,FWD,Nott'm Forest,15,1,0,0,3,0,0.0,57,1019,50,0,2.0,11914
Divock Origi,FWD,Nott'm Forest,26,4,0,1,1,0,6.1,45,1111,50,0,2.0,11432
Divock Origi,FWD,Nott'm Forest,27,2,0,0,0,0,1.4,64,1854,50,1,2.0,12935
Divock Origi,FWD,Nott'm Forest,28,2,0,0,1,0,2.5,60,2000,50,0,2.0,14335
Divock Origi,FWD,Nott'm Forest,29,2,0,0,0,0,4.1,74,3275,50,0,2.0,21683
Divock Origi,FWD,Nott'm Forest,30,1,0,0,1,0,2.3,59,1370,50,1,2.0,17279
Djordje Petrovic,GK,Chelsea,17,6,0,0,0,1,0.7,90,14397,45,1,3.0,20392
Djordje Petrovic,GK,Chelsea,18,2,0,0,2,4,2.4,90,43822,45,0,3.0,62380
Djordje Petrovic,GK,Chelsea,19,3,0,0,1,4,3.4,90,24195,45,1,3.0,83658
Djordje Petrovic,GK,Chelsea,20,2,0,0,2,4,3.4,90,21504,45,0,3.0,100862
Dominic Calvert-Lewin,FWD,Everton,2,1,0,0,2,0,0.3,37,896,59,0,2.0,60702
Dominic Calvert-Lewin,FWD,Everton,7,6,1,0,2,0,10.8,90,79009,58,1,2.0,106611
Dominic Calvert-Lewin,FWD,Everton,8,2,0,0,0,0,2.0,82,64882,58,1,2.0,158961
Dominic Calvert-Lewin,FWD,Everton,9,2,0,0,0,0,3.9,60,16459,58,0,2.0,131552
Dominic Calvert-Lewin,FWD,Everton,10,9,1,0,0,0,7.7,88,7482,58,0,2.0,112368
Dominic Calvert-Lewin,FWD,Everton,11,2,0,0,1,0,0.7,89,44493,58,1,2.0,150455
Dominic Calvert-Lewin,FWD,Everton,12,2,0,0,2,0,1.9,76,29342,58,0,2.0,164432
Dominic Calvert-Lewin,FWD,Everton,13,2,0,0,3,0,7.0,81,24952,58,1,2.0,166568
Dominic Calvert-Lewin,FWD,Everton,15,1,0,0,0,0,13.2,84,491,58,1,2.0,113544
Dominic Calvert-Lewin,FWD,Everton,16,5,0,1,0,0,2.6,66,7303,58,1,2.0,111235
Dominic Calvert-Lewin,FWD,Everton,17,2,0,0,0,0,3.0,81,22611,58,0,2.0,129441
Dominic Calvert-Lewin,FWD,Everton,18,2,0,0,2,0,4.9,90,13497,58,0,2.0,130534
Dominic Calvert-Lewin,FWD,Everton,20,2,0,0,3,0,6.0,73,5766,58,0,2.0,117856
Dominic Calvert-Lewin,FWD,Everton,21,2,0,0,0,0,2.7,62,7254,58,1,2.0,101413
Dominic Calvert-Lewin,FWD,Everton,22,2,0,0,0,0,4.7,80,5566,58,0,2.0,96105
Dominic Calvert-Lewin,FWD,Everton,23,5,0,1,2,0,5.7,84,3474,58,1,2.0,90422
Dominic Calvert-Lewin,FWD,Everton,24,2,0,0,1,0,0.8,77,3347,58,0,2.0,84048
Dominic Calvert-Lewin,FWD,Everton,25,2,0,0,1,0,3.8,90,11353,58,1,2.0,88317
Dominic Calvert-Lewin,FWD,Everton,26,2,0,0,0,0,1.4,67,14330,58,0,2.0,98514
Dominic Calvert-Lewin,FWD,Everton,30,2,0,0,2,0,4.4,90,2444,58,0,2.0,82564
Dominic Calvert-Lewin,FWD,Everton,32,9,1,0,0,0,10.2,82,21619,58,1,2.0,101046
Dominic Calvert-Lewin,FWD,Everton,36,8,1,0,1,0,9.5,79,4655,58,0,2.0,98050
Dominic Calvert-Lewin,FWD,Everton,37,4,0,1,0,0,8.8,78,28027,58,1,2.0,121591
Dominic Calvert-Lewin,FWD,Everton,38,2,0,0,1,0,2.9,74,5694,58,0,2.0,110938
Dominic Solanke,FWD,Bournemouth,1,7,1,0,1,0,13.6,90,0,65,1,2.0,252120
Dominic Solanke,FWD,Bournemouth,2,5,0,1,3,0,5.6,90,15961,65,0,2.0,260913
Dominic Solanke,FWD,Bournemouth,3,2,0,0,2,0,2.3,90,25128,65,1,2.0,271016
Dominic Solanke,FWD,Bournemouth,4,7,1,0,2,0,9.9,90,8965,65,0,2.0,252353
Dominic Solanke,FWD,Bournemouth,5,2,0,0,0,0,5.4,90,14736,65,1,2.0,246383
Dominic Solanke,FWD,Bournemouth,6,6,1,0,3,0,6.1,90,5038,64,0,2.0,226672
Dominic Solanke,FWD,Bournemouth,7,2,0,0,4,0,4.4,90,19271,64,1,2.0,210153
Dominic Solanke,FWD,Bournemouth,8,1,0,0,3,0,5.9,90,108743,64,0,2.0,291889
Dominic Solanke,FWD,Bournemouth,9,7,1,0,1,0,8.2,84,32937,64,1,2.0,290284
Dominic Solanke,FWD,Bournemouth,10,2,0,0,1,0,3.7,90,55705,64,1,2.0,331639
