name,position,team,GW,total_points,goals_scored,assists,goals_conceded,saves,ict_index,minutes,transfers_in,value,was_home,fix_difficulty,selected
Dominic Solanke,FWD,Bournemouth,11,2,0,0,5,0,1.6,84,5979,64,0,2.0,253708
Dominic Solanke,FWD,Bournemouth,12,13,2,0,0,0,19.2,90,8437,64,1,2.0,240415
Dominic Solanke,FWD,Bournemouth,13,2,0,0,1,0,3.1,90,361187,65,0,2.0,636329
Dominic Solanke,FWD,Bournemouth,14,6,1,0,2,0,13.8,90,62573,65,1,2.0,587046
Dominic Solanke,FWD,Bournemouth,15,2,0,0,0,0,3.9,87,83546,65,0,2.0,647427
Dominic Solanke,FWD,Bournemouth,16,7,1,0,0,0,8.0,90,67274,65,0,2.0,665840
Dominic Solanke,FWD,Bournemouth,18,17,3,0,2,0,20.0,90,554290,68,0,2.0,2229854
Dominic Solanke,FWD,Bournemouth,19,6,1,0,0,0,7.2,90,523494,70,1,2.0,2703198
Dominic Solanke,FWD,Bournemouth,20,2,0,0,3,0,8.3,90,277174,71,0,2.0,2878079
Dominic Solanke,FWD,Bournemouth,21,2,0,0,3,0,2.5,82,300958,71,1,2.0,2887385
Dominic Solanke,FWD,Bournemouth,22,8,1,0,1,0,9.4,90,126075,71,0,2.0,2820938
Dominic Solanke,FWD,Bournemouth,23,2,0,0,1,0,2.2,90,181978,71,1,2.0,2913407
Dominic Solanke,FWD,Bournemouth,24,4,0,1,3,0,7.3,90,69038,70,0,2.0,2513499
Dominic Solanke,FWD,Bournemouth,25,12,1,1,2,0,16.3,90,52644,69,0,2.0,1870258
Dominic Solanke,FWD,Bournemouth,26,2,0,0,1,0,7.4,90,458913,70,1,2.0,2340027
Dominic Solanke,FWD,Bournemouth,27,2,0,0,0,0,4.1,88,393100,71,0,2.0,2534527
Dominic Solanke,FWD,Bournemouth,30,7,1,0,0,0,9.5,84,147536,72,1,2.0,2975021
Dominic Solanke,FWD,Bournemouth,31,2,0,0,0,0,1.6,89,179491,72,1,2.0,3091879
Dominic Solanke,FWD,Bournemouth,32,2,0,0,2,0,4.4,90,153289,73,0,2.0,3175373
Dominic Solanke,FWD,Bournemouth,33,7,1,0,2,0,9.5,90,53035,72,1,2.0,2993926
Dominic Solanke,FWD,Bournemouth,35,2,0,0,0,0,5.2,90,80298,73,1,2.0,3039323
Dominic Solanke,FWD,Bournemouth,36,2,0,0,3,0,3.2,90,25743,72,0,2.0,2649464
Dominic Solanke,FWD,Bournemouth,37,6,1,0,2,0,7.6,90,26931,70,1,2.0,2017076
Dominic Solanke,FWD,Bournemouth,38,1,0,0,0,0,0.8,31,22824,69,0,2.0,1925380
Dominik Szoboszlai,MID,Liverpool,1,2,0,0,1,0,0.0,90,0,70,0,4.0,308481
Dominik Szoboszlai,MID,Liverpool,2,5,0,1,1,0,5.3,90,26038,70,1,5.0,340429
Dominik Szoboszlai,MID,Liverpool,3,2,0,0,1,0,2.9,90,52151,70,0,4.0,380525
Dominik Szoboszlai,MID,Liverpool,4,10,1,0,0,0,8.5,90,18927,70,1,5.0,366754
Dominik Szoboszlai,MID,Liverpool,5,2,0,0,1,0,5.6,90,123434,70,0,4.0,496509
Dominik Szoboszlai,MID,Liverpool,6,2,0,0,1,0,8.1,90,50265,70,1,5.0,513981
Dominik Szoboszlai,MID,Liverpool,7,2,0,0,2,0,4.9,90,64151,70,0,4.0,536920
Dominik Szoboszlai,MID,Liverpool,8,4,0,1,2,0,7.6,90,54906,70,0,4.0,552098
Dominik Szoboszlai,MID,Liverpool,9,3,0,0,0,0,8.4,90,52367,70,1,5.0,579289
Dominik Szoboszlai,MID,Liverpool,10,12,0,2,0,0,13.3,90,17996,70,1,5.0,540062
Dominik Szoboszlai,MID,Liverpool,11,3,0,0,0,0,2.2,65,142273,71,0,4.0,675500
Dominik Szoboszlai,MID,Liverpool,12,3,0,0,0,0,4.0,90,40054,71,1,5.0,667039
Dominik Szoboszlai,MID,Liverpool,13,2,0,0,1,0,2.9,72,41159,71,0,4.0,658230
Dominik Szoboszlai,MID,Liverpool,14,2,0,0,2,0,4.0,64,43892,71,1,5.0,666967
Dominik Szoboszlai,MID,Liverpool,15,9,1,0,0,0,10.0,90,17585,71,0,4.0,644729
Dominik Szoboszlai,MID,Liverpool,16,2,0,0,1,0,1.4,73,47844,71,0,4.0,676508
Dominik Szoboszlai,MID,Liverpool,17,3,0,0,0,0,1.0,61,24116,71,1,5.0,652986
Dominik Szoboszlai,MID,Liverpool,18,2,0,0,1,0,2.5,90,7512,71,1,5.0,621032
Dominik Szoboszlai,MID,Liverpool,20,2,0,0,1,0,6.3,63,9308,71,1,5.0,583686
Dominik Szoboszlai,MID,Liverpool,22,9,1,0,0,0,10.6,68,2548,71,1,5.0,464337
Dominik Szoboszlai,MID,Liverpool,28,2,0,0,1,0,3.0,60,3820,71,1,5.0,356784
Dominik Szoboszlai,MID,Liverpool,30,2,0,0,1,0,6.3,90,5952,71,1,5.0,362969
Dominik Szoboszlai,MID,Liverpool,31,2,0,0,1,0,8.5,72,3435,71,1,5.0,364586
Dominik Szoboszlai,MID,Liverpool,32,2,0,0,1,0,9.6,65,2034,71,0,4.0,362855
Dominik Szoboszlai,MID,Liverpool,33,1,0,0,0,0,5.7,45,5521,71,1,5.0,365677
Douglas Luiz Soares de Paulo,MID,Aston Villa,1,1,0,0,5,0,5.1,90,0,55,0,3.0,255432
Douglas Luiz Soares de Paulo,MID,Aston Villa,2,7,1,0,0,0,7.7,63,4278,55,1,4.0,233546
Douglas Luiz Soares de Paulo,MID,Aston Villa,3,2,0,0,1,0,4.5,85,11671,55,0,3.0,227643
Douglas Luiz Soares de Paulo,MID,Aston Villa,4,2,0,0,3,0,1.3,71,3602,54,0,3.0,201684
Douglas Luiz Soares de Paulo,MID,Aston Villa,5,10,1,0,1,0,10.1,90,3511,54,1,4.0,182436
Douglas Luiz Soares de Paulo,MID,Aston Villa,6,2,0,0,0,0,2.3,90,25484,54,0,3.0,201982
Douglas Luiz Soares de Paulo,MID,Aston Villa,7,8,1,0,1,0,6.9,90,21234,54,1,4.0,207818
Douglas Luiz Soares de Paulo,MID,Aston Villa,8,2,0,0,1,0,4.6,90,185234,54,0,3.0,373513
Douglas Luiz Soares de Paulo,MID,Aston Villa,9,15,2,0,1,0,16.3,90,28475,54,1,4.0,362599
Douglas Luiz Soares de Paulo,MID,Aston Villa,10,7,0,1,1,0,8.1,89,485179,55,1,4.0,840846
Douglas Luiz Soares de Paulo,MID,Aston Villa,11,2,0,0,2,0,2.4,85,375479,56,0,3.0,1193873
Douglas Luiz Soares de Paulo,MID,Aston Villa,12,2,0,0,1,0,2.9,90,128310,56,1,4.0,1242292
Douglas Luiz Soares de Paulo,MID,Aston Villa,13,7,0,1,1,0,6.1,90,71945,56,0,3.0,1189361
Douglas Luiz Soares de Paulo,MID,Aston Villa,14,2,0,0,2,0,6.3,90,84994,56,0,3.0,1234593
Douglas Luiz Soares de Paulo,MID,Aston Villa,15,3,0,0,0,0,10.2,90,32318,56,1,4.0,1129020
Douglas Luiz Soares de Paulo,MID,Aston Villa,16,2,0,0,0,0,2.7,90,48478,56,1,4.0,1087573
Douglas Luiz Soares de Paulo,MID,Aston Villa,18,8,0,1,1,0,6.6,90,48124,55,1,4.0,720394
Douglas Luiz Soares de Paulo,MID,Aston Villa,19,2,0,0,3,0,3.8,90,116325,55,0,3.0,823693
Douglas Luiz Soares de Paulo,MID,Aston Villa,20,10,1,0,2,0,8.6,90,77682,55,1,4.0,853517
Douglas Luiz Soares de Paulo,MID,Aston Villa,21,3,0,0,0,0,4.4,90,305484,56,0,3.0,1086813
Douglas Luiz Soares de Paulo,MID,Aston Villa,22,1,0,0,3,0,6.2,90,47276,56,1,4.0,1022406
Douglas Luiz Soares de Paulo,MID,Aston Villa,23,5,0,1,0,0,9.5,45,21043,56,0,3.0,963647
Douglas Luiz Soares de Paulo,MID,Aston Villa,24,10,1,0,2,0,12.0,90,45990,55,1,4.0,923835
Douglas Luiz Soares de Paulo,MID,Aston Villa,25,2,0,0,1,0,7.7,90,99826,55,0,3.0,951907
Douglas Luiz Soares de Paulo,MID,Aston Villa,26,15,2,0,2,0,12.2,90,169999,55,1,4.0,1121559
Douglas Luiz Soares de Paulo,MID,Aston Villa,27,4,0,1,2,0,3.2,90,344418,56,0,3.0,1428445
Douglas Luiz Soares de Paulo,MID,Aston Villa,28,2,0,0,4,0,4.2,90,120243,57,1,4.0,1494550
Douglas Luiz Soares de Paulo,MID,Aston Villa,29,1,0,0,1,0,4.3,90,153189,57,0,3.0,2021556
Douglas Luiz Soares de Paulo,MID,Aston Villa,30,3,0,0,0,0,2.5,90,28534,57,1,4.0,1491431
Douglas Luiz Soares de Paulo,MID,Aston Villa,31,1,0,0,3,0,6.5,63,12268,57,0,3.0,1332858
Douglas Luiz Soares de Paulo,MID,Aston Villa,32,1,0,0,3,0,4.7,90,22073,56,1,4.0,1215315
Douglas Luiz Soares de Paulo,MID,Aston Villa,35,1,0,0,1,0,0.3,74,3727,54,1,4.0,577768
Douglas Luiz Soares de Paulo,MID,Aston Villa,36,2,0,0,1,0,1.4,90,4489,54,0,3.0,563628
Douglas Luiz Soares de Paulo,MID,Aston Villa,37,2,0,0,3,0,1.9,79,4178,54,1,4.0,530945
Douglas Luiz Soares de Paulo,MID,Aston Villa,38,1,0,0,5,0,3.6,90,6836,54,0,3.0,525938
Dwight McNeil,MID,Everton,5,2,0,0,1,0,1.1,87,271,54,1,2.0,4457
Dwight McNeil,MID,Everton,6,5,0,1,1,0,6.1,90,706,54,0,2.0,5091
Dwight McNeil,MID,Everton,7,2,0,0,2,0,6.2,83,5549,54,1,2.0,10247
Dwight McNeil,MID,Everton,8,3,0,0,0,0,14.0,90,2083,54,1,2.0,10042
Dwight McNeil,MID,Everton,9,1,0,0,0,0,2.4,45,382,54,0,2.0,8017
Dwight McNeil,MID,Everton,10,3,0,0,0,0,8.8,90,169,54,0,2.0,6952
Dwight McNeil,MID,Everton,11,2,0,0,1,0,2.9,90,996,54,1,2.0,7557
Dwight McNeil,MID,Everton,12,2,0,0,2,0,4.7,90,806,54,0,2.0,7558
Dwight McNeil,MID,Everton,13,2,0,0,2,0,6.4,72,264,54,1,2.0,6935
Dwight McNeil,MID,Everton,14,8,1,0,0,0,7.4,90,733,54,0,2.0,7240
Dwight McNeil,MID,Everton,15,14,1,1,0,0,15.0,90,1534,54,1,2.0,8319
Dwight McNeil,MID,Everton,16,3,0,0,0,0,4.7,90,19854,54,1,2.0,28571
Dwight McNeil,MID,Everton,17,6,0,1,0,0,5.2,90,19172,54,0,2.0,46899
Dwight McNeil,MID,Everton,18,2,0,0,2,0,5.6,90,10899,54,0,2.0,51863
Dwight McNeil,MID,Everton,19,5,0,1,3,0,5.5,90,7881,54,1,2.0,54535
Dwight McNeil,MID,Everton,20,1,0,0,3,0,2.3,73,24592,54,0,2.0,75396
Dwight McNeil,MID,Everton,22,3,0,0,0,0,3.4,90,2840,54,0,2.0,47598
Dwight McNeil,MID,Everton,23,2,0,0,2,0,4.7,84,1467,54,1,2.0,42796
Dwight McNeil,MID,Everton,24,2,0,0,2,0,4.3,87,1125,54,0,2.0,36365
Dwight McNeil,MID,Everton,25,8,0,1,1,0,11.9,90,1158,54,1,2.0,32006
Dwight McNeil,MID,Everton,26,2,0,0,1,0,4.1,90,3137,54,0,2.0,33516
Dwight McNeil,MID,Everton,27,2,0,0,2,0,11.2,90,1470,54,1,2.0,31672
Dwight McNeil,MID,Everton,28,2,0,0,2,0,13.8,90,1112,54,0,2.0,29573
Dwight McNeil,MID,Everton,30,5,0,1,2,0,3.5,90,2048,54,0,2.0,27981
Dwight McNeil,MID,Everton,31,1,0,0,1,0,4.9,90,2551,54,0,2.0,28993
Dwight McNeil,MID,Everton,32,3,0,0,0,0,3.2,90,7158,54,1,2.0,33727
Dwight McNeil,MID,Everton,33,2,0,0,6,0,8.1,90,1613,54,0,2.0,30156
Dwight McNeil,MID,Everton,35,3,0,0,0,0,8.8,90,4627,54,1,2.0,35581
Dwight McNeil,MID,Everton,36,2,0,0,1,0,2.2,90,6576,54,0,2.0,39583
Dwight McNeil,MID,Everton,37,3,0,0,0,0,5.0,68,6661,54,1,2.0,40670
Dwight McNeil,MID,Everton,38,5,0,1,2,0,1.4,90,838,54,0,2.0,32847
Eberechi Eze,MID,Crystal Palace,1,3,0,0,0,0,14.5,90,0,65,0,2.0,1431792
Eberechi Eze,MID,Crystal Palace,2,2,0,0,1,0,5.5,90,27372,65,1,2.0,1335065
Eberechi Eze,MID,Crystal Palace,3,2,0,0,1,0,5.9,90,36822,64,0,2.0,1144214
Eberechi Eze,MID,Crystal Palace,4,8,1,0,2,0,16.4,90,38788,64,1,2.0,985760
Eberechi Eze,MID,Crystal Palace,5,1,0,0,3,0,6.4,90,37499,63,0,2.0,909035
Eberechi Eze,MID,Crystal Palace,6,3,0,0,0,0,7.9,90,64761,63,1,2.0,890614
Eberechi Eze,MID,Crystal Palace,7,6,0,1,0,0,4.3,87,14229,62,0,2.0,750290
Eberechi Eze,MID,Crystal Palace,11,4,0,1,0,0,2.7,32,9627,61,0,2.0,319106
Eberechi Eze,MID,Crystal Palace,12,6,1,0,3,0,13.0,90,42857,61,1,2.0,356244
Eberechi Eze,MID,Crystal Palace,13,1,0,0,0,0,4.3,48,258727,62,0,2.0,622444
Eberechi Eze,MID,Crystal Palace,19,2,0,0,2,0,5.7,90,3208,60,0,2.0,293350
Eberechi Eze,MID,Crystal Palace,20,9,1,0,1,0,11.3,85,10026,60,1,2.0,298273
Eberechi Eze,MID,Crystal Palace,21,2,0,0,5,0,9.2,90,44991,60,0,2.0,326991
Eberechi Eze,MID,Crystal Palace,22,14,2,0,2,0,18.1,77,48942,60,1,2.0,366601
Eberechi Eze,MID,Crystal Palace,27,8,1,0,0,0,4.2,65,2809,60,0,2.0,277988
Eberechi Eze,MID,Crystal Palace,28,1,0,0,1,0,10.0,90,57895,60,1,2.0,336428
Eberechi Eze,MID,Crystal Palace,30,5,0,1,1,0,10.6,90,35078,60,0,2.0,343436
Eberechi Eze,MID,Crystal Palace,31,2,0,0,1,0,4.9,90,19324,60,0,2.0,354741
Eberechi Eze,MID,Crystal Palace,32,2,0,0,2,0,0.6,63,6091,60,1,2.0,340846
Eberechi Eze,MID,Crystal Palace,33,10,1,0,0,0,14.4,76,23744,60,0,2.0,350343
Eberechi Eze,MID,Crystal Palace,36,3,0,0,0,0,7.3,84,6398,61,1,2.0,596206
Eberechi Eze,MID,Crystal Palace,37,8,1,0,1,0,10.6,87,17853,60,0,2.0,519962
Eberechi Eze,MID,Crystal Palace,38,18,2,1,0,0,16.5,87,77126,60,1,2.0,593928
Eddie Nketiah,FWD,Arsenal,1,8,1,0,0,0,7.2,72,0,55,1,5.0,210426
Eddie Nketiah,FWD,Arsenal,2,5,0,1,0,0,4.9,78,168491,55,0,5.0,488293
Eddie Nketiah,FWD,Arsenal,3,5,1,0,1,0,6.9,45,183104,56,1,5.0,639022
Eddie Nketiah,FWD,Arsenal,4,2,0,0,1,0,5.6,75,101244,56,1,5.0,680610
Eddie Nketiah,FWD,Arsenal,5,2,0,0,0,0,0.4,65,64112,56,0,5.0,658614
Eddie Nketiah,FWD,Arsenal,6,1,0,0,2,0,2.6,90,13116,56,1,5.0,572036
Eddie Nketiah,FWD,Arsenal,7,5,0,1,0,0,2.1,68,49298,55,0,5.0,562069
Eddie Nketiah,FWD,Arsenal,8,2,0,0,0,0,1.6,74,28153,55,1,5.0,528141
Eddie Nketiah,FWD,Arsenal,10,17,3,0,0,0,17.8,90,57360,55,1,5.0,520438
Eddie Nketiah,FWD,Arsenal,11,2,0,0,1,0,2.8,78,362687,56,0,5.0,873042
Eddie Nketiah,FWD,Arsenal,20,2,0,0,2,0,2.6,90,3536,53,0,5.0,491991
Ederson Santana de Moraes,GK,Man City,1,6,0,0,0,1,1.8,90,0,55,0,5.0,1174256
Ederson Santana de Moraes,GK,Man City,2,6,0,0,0,1,2.3,90,88878,55,1,5.0,1469985
Ederson Santana de Moraes,GK,Man City,3,2,0,0,1,0,0.4,90,240617,55,0,5.0,1771159
Ederson Santana de Moraes,GK,Man City,4,3,0,0,1,3,3.1,90,217201,56,1,5.0,2001750
Ederson Santana de Moraes,GK,Man City,5,2,0,0,1,2,1.6,90,111211,56,0,5.0,2068467
Ederson Santana de Moraes,GK,Man City,6,6,0,0,0,3,2.3,90,82721,56,1,5.0,2084576
Ederson Santana de Moraes,GK,Man City,7,1,0,0,2,0,0.2,90,46613,56,0,5.0,2077448
Ederson Santana de Moraes,GK,Man City,8,1,0,0,1,1,1.5,90,14604,56,0,5.0,1957237
Ederson Santana de Moraes,GK,Man City,10,7,0,0,0,3,2.6,90,6774,55,0,5.0,1805538
Ederson Santana de Moraes,GK,Man City,11,2,0,0,1,0,0.8,90,37758,55,1,5.0,1825036
Ederson Santana de Moraes,GK,Man City,12,1,0,0,4,5,3.3,90,10225,55,0,5.0,1763527
Ederson Santana de Moraes,GK,Man City,13,2,0,0,1,2,2.8,90,6187,55,1,5.0,1653203
Ederson Santana de Moraes,GK,Man City,14,1,0,0,3,1,1.1,90,40331,55,1,5.0,1681077
Ederson Santana de Moraes,GK,Man City,15,4,0,0,1,6,4.6,90,62314,55,0,5.0,1716740
Ederson Santana de Moraes,GK,Man City,16,2,0,0,1,1,0.8,90,100043,55,0,5.0,1807845
Ederson Santana de Moraes,GK,Man City,17,0,0,0,2,0,0.1,90,37882,55,1,5.0,1810790
Ederson Santana de Moraes,GK,Man City,19,2,0,0,1,1,1.6,90,17441,55,0,5.0,1689592
Ederson Santana de Moraes,GK,Man City,20,6,0,0,0,2,2.0,90,47372,55,1,5.0,1715985
Ederson Santana de Moraes,GK,Man City,22,1,0,0,1,2,1.3,90,28191,55,1,5.0,1621141
Ederson Santana de Moraes,GK,Man City,23,2,0,0,1,1,1.2,90,13611,55,0,5.0,1602895
Ederson Santana de Moraes,GK,Man City,24,7,0,0,0,1,1.8,90,36025,55,1,5.0,1600104
Ederson Santana de Moraes,GK,Man City,26,9,0,0,0,4,2.7,90,50807,55,0,5.0,1678001
Ederson Santana de Moraes,GK,Man City,27,2,0,0,1,0,0.5,90,40989,55,1,5.0,1694721
Ederson Santana de Moraes,GK,Man City,28,0,0,0,1,1,0.0,55,21503,55,0,5.0,1679916
Ederson Santana de Moraes,GK,Man City,33,2,0,0,1,1,1.3,90,26746,55,1,5.0,1418106
Ederson Santana de Moraes,GK,Man City,34,7,0,0,0,3,2.9,90,22476,55,0,5.0,1417709
Ederson Santana de Moraes,GK,Man City,35,1,0,0,0,1,1.1,45,163821,55,0,5.0,1555372
Ederson Santana de Moraes,GK,Man City,36,2,0,0,1,0,0.8,90,25692,55,1,5.0,1517633
Edson Álvarez Velázquez,MID,West Ham,3,1,0,0,1,0,1.6,83,1280,50,0,2.0,9894
Edson Álvarez Velázquez,MID,West Ham,4,2,0,0,1,0,5.0,90,2129,50,0,2.0,11942
Edson Álvarez Velázquez,MID,West Ham,5,1,0,0,1,0,0.8,67,1899,50,1,3.0,13924
Edson Álvarez Velázquez,MID,West Ham,6,1,0,0,3,0,2.3,90,634,50,0,2.0,13277
Edson Álvarez Velázquez,MID,West Ham,7,2,0,0,0,0,1.8,71,1531,50,1,3.0,14319
Edson Álvarez Velázquez,MID,West Ham,8,2,0,0,2,0,1.2,90,1222,50,1,3.0,14849
Edson Álvarez Velázquez,MID,West Ham,9,5,0,1,4,0,4.2,90,1235,50,0,2.0,15557
Edson Álvarez Velázquez,MID,West Ham,10,1,0,0,1,0,2.1,90,1788,50,1,3.0,16615
Edson Álvarez Velázquez,MID,West Ham,12,2,0,0,2,0,2.0,78,780,50,1,3.0,14819
Edson Álvarez Velázquez,MID,West Ham,13,1,0,0,1,0,2.0,62,962,50,0,2.0,15451
Edson Álvarez Velázquez,MID,West Ham,14,2,0,0,1,0,2.1,88,582,50,1,3.0,15525
Edson Álvarez Velázquez,MID,West Ham,15,1,0,0,1,0,2.5,90,352,50,0,2.0,15529
Edson Álvarez Velázquez,MID,West Ham,17,3,0,0,0,0,1.7,69,336,50,1,3.0,15190
Edson Álvarez Velázquez,MID,West Ham,18,3,0,0,0,0,0.8,90,318,50,1,3.0,15049
Edson Álvarez Velázquez,MID,West Ham,19,3,0,0,0,0,2.7,90,569,50,0,2.0,15515
Edson Álvarez Velázquez,MID,West Ham,20,3,0,0,0,0,3.0,90,875,50,1,3.0,16141
Edson Álvarez Velázquez,MID,West Ham,22,3,0,0,1,0,3.7,90,670,50,1,3.0,17261
Edson Álvarez Velázquez,MID,West Ham,23,2,0,0,3,0,6.6,90,210,50,0,2.0,16989
Edson Álvarez Velázquez,MID,West Ham,24,0,0,0,4,0,0.8,45,448,50,1,3.0,17065
Edson Álvarez Velázquez,MID,West Ham,25,2,0,0,2,0,3.4,90,532,50,0,2.0,17113
Edson Álvarez Velázquez,MID,West Ham,26,1,0,0,2,0,4.3,90,390,50,1,3.0,17158
Edson Álvarez Velázquez,MID,West Ham,27,9,1,0,1,0,11.0,90,327,50,0,2.0,17211
Edson Álvarez Velázquez,MID,West Ham,28,1,0,0,0,0,1.3,45,1312,50,1,3.0,18387
Edson Álvarez Velázquez,MID,West Ham,29,1,0,0,1,0,1.7,90,856,50,1,3.0,19953
Edson Álvarez Velázquez,MID,West Ham,32,2,0,0,1,0,2.0,90,122,50,0,2.0,16798
Edson Álvarez Velázquez,MID,West Ham,33,2,0,0,2,0,3.7,90,202,50,1,3.0,16884
Edson Álvarez Velázquez,MID,West Ham,34,2,0,0,5,0,3.6,74,181,50,0,2.0,16876
Edson Álvarez Velázquez,MID,West Ham,35,2,0,0,2,0,4.0,90,102,50,1,3.0,16824
Edson Álvarez Velázquez,MID,West Ham,36,1,0,0,3,0,0.6,45,117,50,0,2.0,16850
Elijah Adebayo,FWD,Luton,1,2,0,0,1,0,0.0,63,0,50,0,2.0,96850
Elijah Adebayo,FWD,Luton,3,2,0,0,2,0,1.8,69,2715,50,0,2.0,82300
Elijah Adebayo,FWD,Luton,4,2,0,0,1,0,3.7,70,3402,49,1,2.0,76701
Elijah Adebayo,FWD,Luton,8,2,0,0,1,0,2.1,66,4065,48,1,2.0,60247
Elijah Adebayo,FWD,Luton,15,6,1,0,3,0,7.1,60,850,48,1,2.0,61540
Elijah Adebayo,FWD,Luton,16,7,1,0,2,0,8.4,90,3483,48,1,2.0,63358
Elijah Adebayo,FWD,Luton,18,2,0,0,0,0,6.4,79,25143,48,1,2.0,100937
Elijah Adebayo,FWD,Luton,19,2,0,0,2,0,7.0,70,23362,48,0,2.0,118258
Elijah Adebayo,FWD,Luton,20,6,1,0,3,0,8.5,90,6953,48,1,2.0,108605
Elijah Adebayo,FWD,Luton,21,2,0,0,1,0,3.7,90,34516,48,0,2.0,122759
Elijah Adebayo,FWD,Luton,22,17,3,0,0,0,20.7,70,6083,48,1,2.0,109476
Elijah Adebayo,FWD,Luton,23,6,1,0,4,0,6.7,87,68293,48,0,2.0,171883
Elijah Adebayo,FWD,Luton,24,5,0,1,3,0,6.1,90,271756,49,1,2.0,433746
Elijah Adebayo,FWD,Luton,36,9,1,0,1,0,6.6,79,1647,48,1,2.0,95606
Elijah Adebayo,FWD,Luton,37,2,0,0,3,0,1.7,90,6941,48,0,2.0,99947
Elijah Adebayo,FWD,Luton,38,2,0,0,4,0,2.2,75,8213,48,1,2.0,106062
Elliot Anderson,MID,Newcastle,4,1,0,0,2,0,1.6,32,9025,44,0,3.0,375355
Elliot Anderson,MID,Newcastle,5,3,0,0,0,0,1.7,90,8217,44,1,4.0,326865
Elliot Anderson,MID,Newcastle,6,6,0,1,0,0,10.0,90,21228,44,0,3.0,326168
Elliot Anderson,MID,Newcastle,7,3,0,0,0,0,4.6,63,41366,44,1,4.0,342093
Elliot Anderson,MID,Newcastle,8,2,0,0,2,0,3.6,90,122846,44,0,3.0,410268
Elliot Anderson,MID,Newcastle,30,1,0,0,0,0,2.3,33,11949,42,1,4.0,180592
Elliot Anderson,MID,Newcastle,31,3,0,0,0,0,3.3,70,11092,42,1,4.0,187561
Elliot Anderson,MID,Newcastle,32,1,0,0,0,0,3.9,50,5617,42,0,3.0,186907
Elliot Anderson,MID,Newcastle,33,3,0,0,0,0,5.8,88,9235,42,1,4.0,191594
Elliot Anderson,MID,Newcastle,34,1,0,0,2,0,4.3,89,9845,42,0,3.0,192780
Elliot Anderson,MID,Newcastle,35,2,0,0,1,0,1.9,65,3230,42,1,4.0,185880
Emerson Leite de Souza Junior,DEF,Spurs,1,8,1,0,2,0,7.2,90,0,45,0,3.0,43765
Emerson Leite de Souza Junior,DEF,Spurs,9,1,0,0,0,0,1.6,34,1764,45,1,4.0,96863
Emerson Leite de Souza Junior,DEF,Spurs,10,1,0,0,1,0,1.7,45,2267,44,0,3.0,94157
Emerson Leite de Souza Junior,DEF,Spurs,11,0,0,0,3,0,2.2,45,1676,44,1,4.0,91247
Emerson Leite de Souza Junior,DEF,Spurs,12,0,0,0,2,0,2.9,90,8163,44,0,3.0,97139
Emerson Leite de Souza Junior,DEF,Spurs,13,1,0,0,2,0,2.1,90,3055,44,1,4.0,95152
Emerson Leite de Souza Junior,DEF,Spurs,14,0,0,0,3,0,2.3,90,1120,44,0,3.0,93372
Emerson Leite de Souza Junior,DEF,Spurs,18,5,0,0,1,0,5.2,90,737,44,1,4.0,86782
Emerson Leite de Souza Junior,DEF,Spurs,19,0,0,0,4,0,3.6,90,1937,44,0,3.0,87876
Emerson Leite de Souza Junior,DEF,Spurs,20,1,0,0,1,0,3.2,90,1183,44,1,4.0,87061
Emerson Leite de Souza Junior,DEF,Spurs,25,1,0,0,2,0,4.5,84,1657,43,1,4.0,81353
Emerson Leite de Souza Junior,DEF,Spurs,27,2,0,0,1,0,4.0,90,2106,43,1,4.0,81514
Emerson Leite de Souza Junior,DEF,Spurs,33,0,0,0,2,0,1.5,41,153,43,0,3.0,77839
Emerson Leite de Souza Junior,DEF,Spurs,36,-1,0,0,4,0,2.4,60,2357,43,0,3.0,79330
Emerson Palmieri dos Santos,DEF,West Ham,1,1,0,0,1,0,5.0,90,0,45,0,2.0,29980
Emerson Palmieri dos Santos,DEF,West Ham,2,4,0,1,1,0,4.0,90,1484,45,1,3.0,32516
Emerson Palmieri dos Santos,DEF,West Ham,3,2,0,0,1,0,3.8,90,4357,45,0,2.0,36675
Emerson Palmieri dos Santos,DEF,West Ham,4,1,0,0,1,0,1.4,90,39588,45,0,2.0,80021
Emerson Palmieri dos Santos,DEF,West Ham,5,1,0,0,3,0,3.0,90,4170,45,1,3.0,65441
Emerson Palmieri dos Santos,DEF,West Ham,6,1,0,0,3,0,1.7,90,2903,45,0,2.0,63231
Emerson Palmieri dos Santos,DEF,West Ham,7,8,0,0,0,0,4.7,90,9198,45,1,3.0,70250
Emerson Palmieri dos Santos,DEF,West Ham,8,3,0,1,2,0,4.3,90,5432,45,1,3.0,69997
Emerson Palmieri dos Santos,DEF,West Ham,9,-1,0,0,4,0,1.8,90,7749,45,0,2.0,75428
Emerson Palmieri dos Santos,DEF,West Ham,11,0,0,0,3,0,3.2,90,3210,45,0,2.0,60765
Emerson Palmieri dos Santos,DEF,West Ham,12,1,0,0,2,0,2.8,90,6658,45,1,3.0,65418
Emerson Palmieri dos Santos,DEF,West Ham,13,2,0,0,1,0,2.3,90,10596,45,0,2.0,75224
Emerson Palmieri dos Santos,DEF,West Ham,14,2,0,0,1,0,2.5,90,3046,45,1,3.0,73449
Emerson Palmieri dos Santos,DEF,West Ham,15,1,0,0,1,0,4.3,90,1017,45,0,2.0,70571
Emerson Palmieri dos Santos,DEF,West Ham,16,0,0,0,2,0,2.6,45,1915,45,0,2.0,70499
